Lot Area,Neighborhood,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Bsmt Qual,Total Bsmt SF,1st Flr SF,2nd Flr SF,Gr Liv Area,Full Bath,Bedroom AbvGr,TotRms AbvGrd,Garage Cars,Garage Area,SalePrice
6400,Edwards,5,7,1959,2000,TA,960,960,0,960,1,2,4,1,392,131750
6882,Edwards,4,3,1955,1955,NA,0,1152,0,1152,2,2,6,0,0,61500
10215,Edwards,4,5,1954,1954,TA,864,948,0,948,1,3,5,1,248,111000
8741,Edwards,5,6,1946,1950,TA,1195,1195,0,1195,2,4,8,0,0,98500
4270,Edwards,3,6,1931,2006,TA,544,774,0,774,1,3,6,0,0,79000
10042,Edwards,6,8,1920,1995,TA,660,740,125,865,1,2,4,1,216,108500
9450,Edwards,4,5,1954,1954,TA,894,894,0,894,1,3,5,2,400,110000
11767,Edwards,4,7,1910,2000,Fa,560,796,550,1346,1,2,6,1,384,112000
8172,Edwards,4,5,1955,1955,TA,768,768,0,768,1,2,4,1,355,125000
8172,Edwards,4,5,1955,1955,TA,864,864,0,864,1,3,5,2,528,79275
8190,Edwards,4,6,1954,1954,TA,948,948,0,948,1,3,5,1,280,119000
10896,SWISU,6,7,1914,1995,TA,1440,1440,1440,3395,2,8,14,0,0,200000
10890,SWISU,5,6,1923,1950,TA,1296,1296,1296,2592,2,6,12,0,0,150000
10592,Crawfor,6,7,1923,1996,TA,602,900,602,1502,1,3,7,1,180,165000
10594,Crawfor,5,5,1926,1950,TA,768,789,0,789,1,2,5,1,200,96500
7223,Crawfor,5,5,1926,1950,TA,1290,1422,0,1422,1,3,6,1,352,136500
6821,Crawfor,6,7,1921,2005,TA,651,759,539,1298,2,2,8,1,240,146500
7200,SWISU,5,7,1937,1950,Gd,731,981,787,1768,1,3,7,1,240,175000
4000,Crawfor,7,8,1930,1995,Gd,531,567,531,1098,1,2,5,1,216,148500
6720,Crawfor,6,7,1921,1950,TA,585,851,585,1436,1,3,7,1,228,141500
7642,Crawfor,7,8,1918,1998,TA,912,912,514,1426,1,3,7,1,216,189950
7155,Crawfor,6,8,1926,1991,TA,686,686,775,1461,1,3,6,1,225,135000
7128,Crawfor,7,5,1941,1950,TA,918,918,728,1646,2,4,7,1,240,164000
4280,Crawfor,5,6,1913,2002,TA,440,694,0,694,1,2,4,1,352,90350
5362,Crawfor,5,6,1910,2003,TA,661,661,589,1250,2,3,8,2,552,139000
6305,Crawfor,5,7,1938,1950,Fa,920,954,0,954,1,2,5,1,240,119750
7136,Crawfor,6,6,1946,1950,Gd,979,979,979,1958,2,4,8,2,492,145000
6270,Crawfor,5,6,1949,1950,TA,1001,1001,1001,2002,2,4,8,3,871,145000
7230,Crawfor,7,7,1927,1992,TA,851,867,851,1718,2,4,8,2,264,238000
13108,Crawfor,5,5,1951,1951,NA,0,1226,0,1226,1,2,7,2,400,153500
22420,Crawfor,6,6,1918,1950,Gd,1370,1370,1254,2624,2,4,10,3,864,239000
12168,Crawfor,8,6,1934,1998,Gd,965,1940,1254,3194,2,4,10,2,380,359100
7810,Crawfor,4,6,1930,2003,TA,930,1230,525,1755,2,4,7,1,231,188000
11275,Crawfor,6,7,1932,1950,TA,854,1096,895,1991,1,3,7,2,432,220000
6221,Crawfor,5,5,1941,1950,TA,728,760,595,1355,2,3,5,2,528,140000
10570,Crawfor,8,8,1932,1994,Gd,853,1549,1178,2727,2,3,10,2,440,315000
7259,Crawfor,6,8,1945,2002,TA,1028,1436,884,2320,2,3,9,1,180,259500
14442,Crawfor,6,7,1957,2004,TA,1477,1839,0,1839,2,3,7,2,416,257500
13125,Crawfor,7,6,1940,1984,TA,800,960,780,1740,1,3,6,1,240,219500
21000,Crawfor,6,5,1953,1953,Gd,1809,2259,0,2259,2,3,7,2,450,217000
25485,Crawfor,6,4,1960,1960,TA,1560,1560,0,1560,1,3,6,2,580,201000
21579,Crawfor,6,6,1968,1968,Gd,1488,1488,0,1488,2,3,7,2,552,215000
1782,Blueste,6,6,1980,1980,Gd,516,529,516,1045,1,2,5,2,462,123900
17871,Crawfor,4,5,1995,1996,Gd,1680,1680,0,1680,2,4,7,2,628,170000
3907,Blueste,8,5,1988,1988,Gd,1004,1020,0,1020,1,1,4,2,509,200000
20693,Crawfor,7,5,1971,1971,Gd,1696,1696,0,1696,2,3,7,2,625,198000
32668,Crawfor,6,3,1957,1975,TA,2035,2515,0,2515,3,4,9,2,484,200624
18044,Crawfor,8,5,1986,1986,Gd,279,2726,0,2726,2,2,6,2,691,315000
8500,IDOTRR,5,7,1919,2005,TA,793,997,520,1517,2,3,7,0,0,115000
7000,IDOTRR,6,7,1940,1950,TA,720,720,495,1215,1,3,6,2,720,141000
5000,IDOTRR,5,6,1941,1950,TA,720,803,0,803,1,2,5,2,360,87000
7288,IDOTRR,5,7,1925,2003,TA,936,936,665,1601,2,3,6,0,0,129850
6060,IDOTRR,4,5,1939,1950,TA,732,772,351,1123,1,3,4,1,264,100000
9060,IDOTRR,5,6,1923,1999,Gd,859,942,886,1828,2,3,6,,,150909
3672,IDOTRR,5,7,1922,1950,TA,816,816,0,816,1,2,5,1,100,75200
8263,IDOTRR,6,5,1920,1950,TA,1012,1012,0,1012,1,2,6,1,308,118400
8967,IDOTRR,5,2,1920,1950,Fa,961,1077,0,1077,1,2,6,1,338,67000
13710,IDOTRR,5,5,1950,1950,TA,910,910,648,1558,1,4,6,1,282,152000
11067,IDOTRR,2,4,1939,1950,NA,0,640,0,845,1,1,4,1,256,68104
8250,IDOTRR,5,6,1895,2006,TA,957,1034,957,1991,2,4,9,0,0,119600
6565,IDOTRR,4,6,1957,1980,TA,1073,1073,0,1073,1,3,6,2,720,140000
6060,IDOTRR,5,9,1930,2007,TA,837,1001,0,1001,1,2,5,1,216,124900
5568,Crawfor,8,5,2006,2007,Gd,1573,1625,0,1625,2,2,5,2,495,375000
4750,Crawfor,8,5,2006,2007,Gd,1573,1625,0,1625,2,2,5,2,538,235000
12150,Mitchel,6,6,1979,1979,Gd,1001,1299,0,1299,2,2,5,2,486,183500
7540,Mitchel,6,6,1978,1978,Gd,888,912,0,912,1,2,5,2,470,156000
9187,Mitchel,6,5,1983,1983,TA,1084,1080,0,1080,1,3,5,2,484,134000
10000,Mitchel,5,5,2002,2002,Gd,1441,1392,0,1392,2,3,6,3,650,215000
12864,Mitchel,7,5,2002,2002,Gd,1409,1409,0,1409,1,1,4,2,576,245000
9928,Mitchel,7,5,1991,1992,Gd,1454,1478,0,1478,2,3,6,2,506,210000
8750,Mitchel,7,6,1975,1975,TA,852,918,0,918,1,3,4,1,360,148000
8410,Mitchel,6,6,1974,1974,Gd,970,1026,0,1026,1,2,5,2,528,143000
4054,Timber,7,6,1987,1987,Gd,1501,1501,0,1501,2,2,5,2,512,244000
9763,GrnHill,7,5,1998,1998,Gd,1502,1502,0,1502,1,1,5,1,286,330000
16905,Timber,5,6,1959,1959,TA,1350,1328,0,1328,1,2,5,1,308,170000
19958,Timber,6,8,1958,1995,TA,585,2279,0,2279,2,4,7,2,461,257000
8368,Timber,7,5,2006,2007,Gd,1689,1689,0,1689,2,3,7,2,433,231713
8298,Timber,8,5,2006,2007,Gd,1546,1564,0,1564,2,2,6,2,502,267300
9037,Timber,8,5,2006,2006,Gd,1476,1484,0,1484,2,2,6,2,472,265900
10991,Timber,8,5,2007,2007,Gd,1571,1571,0,1571,2,3,7,3,722,239000
10656,Timber,8,5,2006,2007,Gd,1638,1646,0,1646,2,3,6,3,870,248900
10331,Timber,7,7,1985,1985,Gd,1265,1240,0,1240,2,3,6,2,528,174000
13758,Timber,7,5,1990,1991,Gd,1156,1187,530,1717,2,3,7,2,400,187500
9303,Timber,6,5,1996,1997,Ex,872,888,868,1756,2,3,7,2,422,204000
6718,Timber,8,5,2001,2001,Ex,1267,1312,0,1312,2,2,5,2,471,180500
9590,Timber,7,5,2003,2003,Ex,868,1146,0,1146,2,3,6,2,438,187500
11305,Timber,8,5,2002,2002,Gd,1922,1922,0,1922,2,2,6,3,692,282000
7777,Timber,6,5,1996,1996,Ex,1491,1491,0,1491,2,3,7,2,571,178000
14536,Timber,8,5,2002,2003,Gd,1616,1629,0,1629,2,3,9,3,808,270000
11800,Timber,7,5,2003,2004,Gd,1122,1146,1340,2486,3,5,10,2,452,279900
35133,Timber,5,4,1963,1963,TA,1572,1572,0,1572,1,3,5,3,995,186700
15306,Timber,8,5,2006,2007,Ex,1732,1776,0,1776,2,3,7,3,712,283463
12633,Timber,10,5,2006,2007,Ex,1824,1824,0,1824,2,3,8,3,932,392000
12665,Timber,8,5,2005,2006,Gd,1094,1133,1349,2482,2,4,9,3,642,281213
8402,Mitchel,5,5,2007,2007,Gd,1120,1120,0,1120,1,3,6,0,0,147000
43500,Mitchel,3,5,1953,1953,NA,0,2034,0,2034,1,2,9,4,1041,130000
6710,Mitchel,6,5,1996,1997,Ex,920,936,0,936,0,0,3,2,460,140000
25286,Mitchel,4,5,1963,1963,TA,1064,1040,0,1040,1,3,5,2,648,132250
25000,Mitchel,5,4,1967,1967,TA,1632,1632,0,1632,2,4,8,2,576,143000
32463,Mitchel,4,4,1961,1975,TA,1249,1622,0,1622,1,3,7,4,1356,168000
4224,MeadowV,5,7,1976,1976,Gd,1040,1060,0,1060,1,3,6,2,572,129900
4224,MeadowV,5,5,1976,1976,Gd,1142,1142,0,1142,1,3,6,2,528,134000
1504,MeadowV,4,4,1972,1972,TA,546,546,546,1092,1,3,5,1,253,85500
1533,MeadowV,4,5,1970,1970,Gd,530,530,462,992,1,2,4,1,297,106500
1495,MeadowV,4,6,1970,1970,TA,546,546,546,1092,1,3,5,0,0,93900
2001,MeadowV,4,5,1970,1970,TA,546,546,546,1092,1,3,6,1,286,75000
1936,MeadowV,4,6,1970,1970,Gd,630,630,0,630,1,1,3,0,0,84500
1890,MeadowV,4,3,1976,1976,TA,546,546,546,1092,1,3,6,1,286,75190
11333,Mitchel,6,5,1976,1976,Gd,1029,1062,0,1062,1,3,5,2,539,146800
9129,Mitchel,5,5,1977,1977,Gd,923,1008,0,1008,1,1,4,2,678,153500
15957,Mitchel,6,6,1977,1977,Gd,1244,1356,0,1356,2,3,6,2,528,188000
33983,Mitchel,5,6,1977,1994,TA,1160,1676,0,1676,1,3,6,2,672,196000
8286,Mitchel,5,7,1977,1977,Gd,716,716,716,1432,1,3,6,2,531,157000
6723,Mitchel,5,7,1971,1971,Gd,796,796,0,796,1,2,5,0,0,138000
7244,Mitchel,5,7,1970,1970,Gd,768,768,0,768,1,2,5,2,624,129500
27697,Mitchel,4,3,1961,1961,TA,1396,1608,0,1608,1,3,6,1,444,80000
7599,Mitchel,4,6,1982,2006,TA,845,845,0,845,1,2,4,2,360,129500
11000,Mitchel,5,6,1976,2003,Gd,1090,1178,0,1178,1,3,6,2,502,135000
8314,Mitchel,5,7,1982,1982,TA,816,816,0,816,1,2,5,1,264,124500
11625,Mitchel,5,7,1983,1983,Gd,816,816,0,816,1,2,4,1,264,139000
10712,Mitchel,5,5,1991,1992,Gd,974,974,0,974,1,3,5,0,0,93500
10447,Mitchel,5,6,1984,1984,TA,864,887,0,887,1,3,5,1,288,124500
11027,NAmes,6,5,1954,1954,TA,1178,1293,0,1293,2,2,5,2,452,149900
10533,NAmes,6,6,1956,1956,TA,1008,1024,0,1024,1,2,5,1,313,157500
11765,NAmes,5,5,1957,1957,TA,1617,1797,0,1797,1,3,7,3,963,169000
39384,NAmes,6,6,1957,1957,Gd,1705,1390,0,1390,1,1,4,2,550,252000
11727,NAmes,7,6,1969,1969,TA,1851,1851,0,1851,2,3,8,2,506,192100
8238,Gilbert,6,5,1997,1998,TA,813,813,712,1525,2,3,6,2,400,183500
13006,Gilbert,7,5,1997,1997,Gd,964,993,1243,2236,2,4,8,2,642,222000
13041,Gilbert,6,5,1995,1995,Gd,781,781,890,1671,2,3,7,2,423,170000
13031,Gilbert,6,5,1995,1996,Gd,691,691,807,1498,2,3,6,2,409,187500
9783,Gilbert,6,5,1996,1996,Gd,821,821,955,1776,2,3,7,2,443,202000
11207,Gilbert,6,5,1997,1997,Gd,802,802,709,1511,2,3,8,2,413,185000
19378,Gilbert,7,5,2005,2006,Gd,1392,1392,1070,2462,2,4,9,2,576,320000
14859,Gilbert,7,5,2006,2006,Gd,1670,1670,0,1670,2,3,7,3,690,240000
13128,Gilbert,8,5,2005,2005,Gd,1074,1074,990,2064,2,4,7,2,527,250000
10463,Gilbert,8,5,2005,2005,Gd,893,901,900,1801,2,3,8,3,800,239900
13751,Gilbert,7,5,2005,2006,Gd,1700,1700,512,2212,2,3,9,3,773,309000
23257,Gilbert,7,5,2006,2006,Ex,868,887,1134,2021,2,3,9,2,422,274725
13108,StoneBr,8,5,1994,1994,Gd,2062,2079,608,2687,2,4,9,2,618,270000
8076,Gilbert,6,6,1993,1994,Gd,1160,1169,0,1169,2,3,6,2,402,183500
7685,Gilbert,6,5,1993,1994,Gd,697,697,804,1501,2,3,6,2,420,165600
9084,Gilbert,7,5,1998,1998,Gd,935,955,677,1632,2,3,8,2,462,176500
3701,StoneBr,8,5,1987,1987,Gd,1191,1204,0,1204,2,2,5,2,461,130000
5306,StoneBr,7,7,1987,1987,Gd,1064,1064,703,1767,2,2,5,2,504,239000
6563,StoneBr,8,5,1985,1985,Gd,1742,1742,0,1742,2,2,5,2,564,275000
16023,StoneBr,9,5,2005,2006,Ex,1398,1414,1384,2798,3,3,11,3,670,457347
18062,StoneBr,10,5,2006,2006,Ex,1528,1528,1862,3390,3,5,10,3,758,545224
12292,StoneBr,9,5,2006,2006,Ex,1094,1102,1371,2473,2,4,11,3,675,356383
16056,StoneBr,9,5,2005,2006,Ex,1992,1992,876,2868,3,4,11,3,716,556581
12438,StoneBr,8,5,2006,2006,Ex,1234,1264,1312,2576,2,4,10,3,666,361919
16052,StoneBr,10,5,2006,2006,Ex,1850,1850,848,2698,2,4,11,3,736,535000
15922,StoneBr,9,5,2005,2006,Ex,1390,1390,1405,2795,3,4,10,3,660,401179
13682,StoneBr,10,5,2006,2006,Ex,1410,1426,1519,2945,3,3,10,3,641,438780
14762,Gilbert,5,6,1948,1950,NA,0,1547,720,2320,2,2,7,2,672,169000
34650,Gilbert,5,5,1955,1955,TA,1056,1056,0,1056,1,3,5,2,572,145000
8147,StoneBr,9,5,2005,2005,Ex,1714,1714,0,1714,2,2,7,2,517,318000
11302,StoneBr,8,5,2005,2006,Gd,1814,1826,0,1826,2,3,7,3,758,319000
18261,StoneBr,9,5,2005,2005,Ex,1910,2000,0,2000,2,3,8,3,722,470000
14145,NWAmes,7,7,1984,1998,Gd,1208,1621,0,1621,2,3,8,2,440,202500
13837,NWAmes,7,5,1988,1988,Gd,1204,1377,806,2183,2,4,9,3,786,229000
16659,NWAmes,7,7,1977,1994,TA,795,1468,795,2263,2,3,9,2,539,235000
18800,NWAmes,6,5,1976,1976,Gd,796,790,784,1574,2,3,6,2,566,190000
10464,NWAmes,6,6,1980,1980,Gd,988,1102,0,1102,1,2,5,2,582,169000
10400,NWAmes,7,5,1988,1988,Gd,1845,1872,0,1872,2,3,6,2,604,241500
10530,NWAmes,7,5,1978,1978,TA,945,945,912,1857,2,4,8,2,482,188900
10240,NWAmes,6,6,1980,1980,Gd,1686,1686,0,1686,2,3,7,2,612,207500
16692,NWAmes,7,5,1978,1978,Gd,1392,1392,1392,2784,3,5,12,2,564,250000
11475,NWAmes,6,6,1975,1975,Gd,713,811,741,1552,2,3,6,2,434,179900
9927,NWAmes,7,5,1976,1976,Ex,1047,1083,0,1083,1,2,5,2,596,172000
9512,Somerst,7,5,2005,2006,Gd,960,960,1358,2318,2,3,8,2,541,294323
10530,NWAmes,6,6,1975,2000,TA,675,1109,766,1875,3,3,8,2,485,184500
10140,NWAmes,5,6,1975,1975,Gd,1056,1074,0,1074,1,3,6,2,495,153500
10140,NWAmes,7,5,1976,1976,Gd,832,832,832,1664,2,4,8,2,528,162900
10140,NWAmes,6,6,1974,1999,TA,1040,1309,0,1309,1,3,5,2,484,181000
10000,NWAmes,6,6,1974,1974,TA,1103,1103,0,1103,2,3,6,2,462,155000
15870,NAmes,5,5,1969,1969,TA,1096,1096,0,1096,1,3,6,1,299,138800
9353,NAmes,4,5,1970,1970,TA,864,864,0,864,1,3,5,1,280,116050
8125,NAmes,4,4,1971,1971,TA,858,858,0,858,1,3,5,0,0,88000
7200,NAmes,4,4,1971,1971,TA,864,874,0,874,1,3,5,2,576,97500
8773,NAmes,6,5,2002,2002,Gd,1487,1419,0,1419,2,2,4,2,543,190000
2760,BrDale,6,5,1973,1973,TA,525,525,567,1092,1,3,6,2,440,105500
2160,BrDale,5,6,1973,1973,TA,765,765,600,1365,1,3,7,2,440,125500
1953,BrDale,6,5,1973,1973,TA,483,483,504,987,1,2,5,1,264,83000
1890,BrDale,6,7,1972,1972,TA,494,494,536,1030,1,3,6,1,264,116000
1680,BrDale,6,5,1971,1971,TA,672,672,546,1218,1,3,7,0,0,91500
1680,BrDale,6,7,1972,1972,TA,672,672,546,1218,1,3,7,1,264,118000
1680,BrDale,6,5,1972,1972,TA,483,483,465,948,1,2,5,1,264,89000
1680,BrDale,6,5,1972,1972,TA,525,525,567,1092,1,3,6,1,264,108000
1680,BrDale,6,5,1972,1972,TA,483,483,504,987,1,2,5,1,288,94500
4043,NPkVill,6,5,1975,1975,Gd,1069,1069,0,1069,2,2,4,2,440,146300
7514,NAmes,5,7,1967,1975,TA,943,1387,0,1387,1,3,6,1,300,145000
7838,NAmes,5,5,1967,1967,TA,864,900,0,900,1,3,6,1,288,123000
2280,NPkVill,7,7,1976,1976,TA,1055,1055,0,1055,2,2,4,1,319,137500
2179,NPkVill,6,5,1976,1976,Gd,855,855,601,1456,2,3,6,2,460,144000
16737,NridgHt,9,5,2004,2005,Ex,1980,1980,0,1980,2,3,8,3,770,315000
16387,NridgHt,9,5,2006,2006,Ex,1738,1738,851,2589,2,4,11,3,831,412083
16259,NridgHt,9,5,2006,2006,Ex,1249,1249,1347,2596,3,4,9,3,840,342643
16163,NridgHt,8,5,2004,2004,Gd,1618,1618,0,1618,2,2,6,3,880,252000
13891,NridgHt,10,5,2006,2006,Ex,2076,2076,0,2076,2,2,7,3,850,465000
12228,NridgHt,7,5,2006,2006,Ex,1721,1740,0,1740,2,4,8,3,874,293000
14780,NridgHt,9,5,2005,2005,Ex,1868,1868,0,1868,2,2,7,3,1085,415000
16033,NridgHt,9,5,2004,2005,Ex,1833,1850,0,1850,2,3,8,3,772,326000
14215,NridgHt,8,5,2005,2006,Ex,1158,1158,1218,2376,3,4,9,3,853,325300
13418,NridgHt,8,5,2004,2005,Ex,1117,1132,1320,2452,3,4,9,3,691,309000
13975,NridgHt,9,5,2005,2006,Gd,1090,1117,1089,2206,2,4,10,3,670,300000
10240,NridgHt,8,5,2005,2005,Gd,1030,1038,1060,2098,2,3,8,3,878,275500
9942,NridgHt,9,5,2005,2006,Ex,1606,1625,466,2091,2,3,8,2,521,338500
11924,NridgHt,9,5,2005,2006,Ex,1175,1182,1142,2324,3,4,11,3,736,345000
12867,NridgHt,8,5,2005,2006,Ex,1209,1209,1044,2253,2,3,8,2,575,344133
10672,NridgHt,8,5,2006,2006,Ex,1054,1054,1335,2389,2,4,10,3,672,298236
11643,NridgHt,8,5,2005,2006,Ex,1524,1544,814,2358,2,4,10,3,784,329900
12378,NridgHt,9,5,2003,2004,Ex,1896,1944,0,1944,2,3,8,3,708,360000
11065,NridgHt,8,5,2006,2006,Gd,1085,1120,850,1970,2,3,8,3,753,281000
13758,NridgHt,9,5,2005,2006,Ex,1792,1792,0,1792,2,2,6,3,925,372397
14828,NridgHt,9,5,2004,2005,Ex,1780,1780,0,1780,2,2,7,3,816,378000
11846,NridgHt,9,5,2003,2004,Ex,1792,1792,0,1792,2,2,6,3,874,374000
20431,NridgHt,9,5,2005,2006,Ex,1848,1848,880,2728,2,4,10,3,706,437154
10927,NridgHt,8,5,2005,2005,Gd,1058,1058,846,1904,2,3,8,2,736,275000
13215,NridgHt,8,5,2004,2004,Gd,1420,1426,488,1914,2,3,9,3,746,279000
7052,NridgHt,7,5,2005,2005,Gd,1364,1364,0,1364,2,2,6,2,484,185850
5911,NridgHt,9,5,2005,2005,Ex,1560,1565,0,1565,2,2,6,2,556,282500
6955,NridgHt,7,5,2005,2006,Gd,1368,1368,0,1368,2,2,6,2,474,202500
6792,NridgHt,7,5,2005,2006,Gd,1368,1368,0,1368,2,2,6,2,474,202665
7740,NridgHt,9,5,2006,2006,Ex,1686,1686,0,1686,2,1,6,3,899,332200
6373,NridgHt,9,5,2006,2006,Ex,1666,1666,0,1666,2,2,6,2,575,310090
3136,NridgHt,7,5,2003,2003,Gd,1405,1405,0,1405,2,2,6,2,478,171750
10237,Gilbert,6,5,2005,2006,Gd,1316,1316,0,1316,2,3,6,2,397,169990
10237,Gilbert,6,5,2005,2006,Gd,728,728,728,1456,2,3,8,2,390,170440
10237,Gilbert,7,5,2006,2006,Gd,738,738,754,1492,2,3,8,2,440,169985
17104,Gilbert,7,5,2006,2006,Gd,654,664,832,1496,2,3,7,2,426,179665
14054,Gilbert,7,5,2006,2006,Gd,879,879,984,1863,2,4,9,3,660,219210
11660,Gilbert,6,5,2006,2006,Gd,1326,1326,0,1326,2,3,6,2,427,174190
15578,Gilbert,6,5,2006,2006,Gd,728,728,728,1456,2,3,8,2,429,172785
11631,Gilbert,8,5,2004,2005,Gd,1052,1052,1321,2373,2,4,9,3,632,258000
9073,Gilbert,7,5,2006,2006,Gd,738,738,754,1492,2,3,8,2,440,185101
3087,Blmngtn,7,5,2006,2006,Gd,1220,1364,0,1364,2,2,6,2,437,210250
3196,Blmngtn,7,5,2003,2004,Gd,1374,1557,0,1557,2,2,7,2,420,234000
3196,Blmngtn,8,5,2003,2003,Gd,1273,1456,0,1456,2,2,7,2,400,215000
2938,Blmngtn,7,5,2002,2002,Gd,1368,1511,0,1511,2,2,5,2,398,246990
3072,Blmngtn,7,5,2004,2004,Gd,1375,1414,0,1414,2,2,6,2,398,178740
3072,Blmngtn,7,5,2004,2004,Gd,1365,1548,0,1548,2,2,7,2,388,225000
3010,Blmngtn,7,5,2005,2006,Gd,1248,1248,0,1248,2,2,5,2,438,167240
3010,Blmngtn,7,5,2005,2006,Gd,1142,1142,0,1142,2,2,6,2,440,156820
3013,Blmngtn,7,5,2005,2005,Gd,1362,1506,0,1506,2,2,6,2,440,213490
3982,Blmngtn,8,5,2006,2006,Gd,1520,1567,0,1567,2,1,7,3,648,264561
4045,Blmngtn,7,5,2006,2006,Gd,1356,1500,0,1500,2,2,6,3,648,246578
21930,Gilbert,5,5,2005,2005,Gd,732,734,1104,1838,2,4,7,2,372,192140
7861,Gilbert,6,5,2002,2003,Gd,783,807,702,1509,2,3,7,2,393,183200
9056,Gilbert,8,5,2004,2004,Ex,707,707,707,1414,2,3,6,2,403,178000
9171,Gilbert,7,5,2004,2005,Gd,848,848,750,1598,2,3,7,2,433,201490
11194,Gilbert,8,5,2000,2000,Gd,1406,1454,482,1936,2,3,7,2,504,230500
7875,Gilbert,7,5,2003,2003,Gd,783,807,702,1509,2,3,8,2,393,180000
8121,Gilbert,6,5,2000,2000,Gd,953,953,711,1664,2,3,7,2,460,172400
8658,Gilbert,6,5,2000,2000,Gd,982,1008,881,1889,2,3,9,2,431,215000
11214,Gilbert,7,5,1998,1999,Gd,930,956,930,1886,2,4,10,2,431,199900
10852,Gilbert,6,5,2000,2000,Gd,959,959,712,1671,2,3,7,2,472,173000
12104,Gilbert,7,5,2006,2006,Gd,1035,1082,1240,2322,3,4,8,3,617,287602
8738,Gilbert,7,5,1999,1999,Gd,975,1005,1286,2291,2,4,8,2,429,230000
9452,NoRidge,8,5,1997,1998,Gd,1396,1407,985,2392,2,3,7,3,870,348000
9660,NoRidge,8,5,1998,1998,Gd,1044,1079,897,1976,2,3,7,3,885,286000
9545,NoRidge,8,5,2000,2000,Gd,1160,1205,1029,2234,2,3,7,3,768,300000
35760,NoRidge,10,5,1995,1996,Ex,1930,1831,1796,3627,3,4,10,3,807,625000
9233,NoRidge,9,5,2000,2000,Ex,1540,1540,1315,2855,2,4,9,3,774,405000
12011,NoRidge,8,5,1998,1998,Gd,1086,1086,838,1924,2,3,7,2,592,280000
12090,NoRidge,8,5,1998,1998,Gd,1141,1165,1098,2263,2,4,10,2,420,258000
10019,NoRidge,8,5,1995,1995,Gd,1342,1358,1368,2726,2,4,9,3,725,350000
17242,NoRidge,9,5,1993,1994,Ex,1733,1933,1567,3500,3,4,11,3,959,584500
10236,NoRidge,8,5,1994,1995,Gd,1290,1305,1189,2494,2,4,9,3,803,321000
10120,NoRidge,8,5,1994,1994,Gd,1165,1203,1323,2526,2,4,8,3,844,290000
12585,NoRidge,8,5,1993,1993,Gd,1286,1565,1234,2799,2,3,8,3,704,315000
12447,Somerst,8,5,2005,2006,Gd,1100,1116,848,1964,2,3,8,2,760,252000
15218,Somerst,8,5,2006,2006,Ex,1670,1670,0,1670,2,2,6,3,928,336820
20896,Somerst,8,5,2005,2006,Ex,2077,2097,0,2097,1,1,8,3,1134,423000
10182,Somerst,8,5,2006,2006,Ex,1660,1660,0,1660,2,3,8,2,500,290000
8688,Somerst,7,5,2005,2005,Gd,1616,1616,0,1616,2,3,7,3,834,232000
10936,Somerst,8,5,2006,2006,Gd,1504,1504,0,1504,2,3,7,2,510,199000
8640,Somerst,8,5,2006,2006,Gd,1278,1278,0,1278,2,2,5,2,584,198600
13162,Somerst,9,5,2006,2006,Ex,2036,2036,604,2640,3,3,11,3,792,405749
11216,Somerst,8,5,2006,2006,Gd,1489,1489,0,1489,2,3,7,2,776,232600
10728,Somerst,8,5,2006,2006,Gd,1095,1095,844,1939,2,3,8,3,1053,266000
8125,Somerst,7,5,2005,2006,Gd,756,756,797,1553,2,3,6,2,615,186500
8125,Somerst,6,5,2005,2005,Gd,858,858,858,1716,2,3,7,2,615,200825
8125,Somerst,7,5,2006,2006,Gd,770,778,798,1576,2,3,6,2,614,197000
7200,Somerst,6,5,2006,2006,Gd,1262,1262,0,1262,2,2,5,2,572,185000
7500,Somerst,7,5,2005,2005,Gd,1257,1266,0,1266,2,3,6,2,453,176000
7200,Somerst,7,5,2006,2006,Gd,1293,1301,0,1301,2,2,5,2,572,187750
7733,SawyerW,6,5,2005,2005,TA,1142,1142,0,1142,1,3,5,0,0,139500
11024,SawyerW,7,5,2005,2006,Gd,1400,1400,0,1400,2,3,6,2,612,186800
13072,SawyerW,6,5,2005,2006,Gd,1131,1131,0,1131,1,3,6,0,0,132000
13072,SawyerW,6,5,2005,2005,Gd,1141,1141,0,1141,1,3,6,2,484,142500
13072,SawyerW,6,5,2004,2004,Gd,1158,1158,0,1158,1,3,5,2,576,158000
7800,SawyerW,7,5,2005,2005,Gd,891,891,795,1686,2,3,8,2,462,184000
7632,SawyerW,7,5,2005,2005,Gd,784,831,754,1585,2,3,7,2,449,184900
8304,SawyerW,6,5,1997,1998,Gd,941,941,896,1837,2,3,7,2,688,187000
7153,SawyerW,6,5,1992,1992,Gd,761,810,793,1603,2,3,7,2,484,175900
9370,SawyerW,6,5,1992,1993,Gd,836,844,887,1731,2,3,7,2,462,248500
7175,SawyerW,6,5,1990,1991,Gd,1398,1398,0,1398,2,2,5,2,542,172000
7175,SawyerW,6,5,1991,1991,Gd,1217,1217,0,1217,2,2,5,2,484,151000
9019,SawyerW,6,5,1994,1994,Gd,636,636,684,1320,2,3,6,2,472,150000
8900,SawyerW,4,4,1966,1966,TA,1056,1056,0,1056,1,2,5,1,384,107000
7800,SawyerW,5,5,1965,1965,TA,828,965,0,965,1,3,6,1,300,119900
9100,Sawyer,5,4,1962,1962,TA,988,988,0,988,1,3,6,2,624,129500
